step	#1-F2/Amplitude	#1-F2/Position	#1-F2/Width	#2-F2/Amplitude	#2-F2/Position	#2-F2/Width	#3-F2/Amplitude	#3-F2/Position	#3-F2/Width	#4-F2/Amplitude	#4-F2/Position	#4-F2/Width	#5-F2/Amplitude	#5-F2/Position	#5-F2/Width	#6-F2/Amplitude	#6-F2/Position	#6-F2/Width	#7-F2/Amplitude	#7-F2/Position	#7-F2/Width	#8-F2/Amplitude	#8-F2/Position	#8-F2/Width	#9-F2/Amplitude	#9-F2/Position	#9-F2/Width	#10-F2/Amplitude	#10-F2/Position	#10-F2/Width	
49	39.34117894	5085.278095	107.9032084	82.95292779	3616.093676	387.4325974	85.55331061	2946.971115	581.5071241	265.5727586	754.0164726	396.285421	145.6966988	-1211.963215	232.2381666	53.80465137	-1451.328091	224.0549857	41.80493601	-683.3804064	126.1075566	18.67152614	4417.691066	162.1827222	18.77075625	1190.207701	230.8471713	26.04819188	325.2316993	384.8774561	
50	40.39481818	5084.85583	117.3239306	82.49693414	3617.47117	384.7145127	85.50687591	2950.887926	593.8736187	267.0701363	752.9007302	398.7450692	145.4092405	-1212.510242	226.6215207	55.51518243	-1448.514626	224.9531649	37.06576887	-684.133806	160.1844346	18.72927867	4412.155539	152.1791278	18.55930418	1183.40313	198.475768	27.48204829	324.2944308	312.0050258	
51	40.82038929	5080.417714	122.6334337	83.43104769	3616.571868	376.9691481	85.41436379	2949.612796	593.5010646	267.4031877	752.855076	403.1299838	146.9296829	-1211.913546	227.5799345	55.37506193	-1449.314006	224.888294	38.86956585	-680.8392549	149.1429822	17.53161781	4413.690529	157.0406397	19.41118201	1180.882205	190.1136405	28.7526195	321.2512457	264.2055632	
52	41.65384849	5084.390358	112.9308612	83.21842267	3617.476102	369.8023752	86.15707897	2948.92423	601.6374864	266.0989507	752.4112302	407.0705301	146.3749963	-1212.944272	230.2177114	54.97972518	-1452.591749	215.541933	38.23509086	-682.0775614	155.5582283	18.36180138	4412.359885	160.3932079	18.15960447	1185.207414	198.2663179	26.59076547	326.0345009	288.4535572	
53	41.01073125	5087.091906	106.126187	83.34511747	3616.871117	381.1683689	85.35644932	2951.768988	594.2314842	267.7994244	752.5827809	405.7921983	146.8592925	-1212.691806	227.5603604	54.69184188	-1447.790712	216.8390443	35.70883466	-685.6987378	168.363987	18.90723541	4417.885519	160.0151824	19.62372737	1178.193543	188.4994945	29.18249698	326.4061549	235.9291594	
54	37.97508444	5085.672062	120.7190182	82.13085879	3616.849055	386.0586249	85.79971229	2947.454211	591.6021322	266.6125367	753.9139322	401.430381	146.7868411	-1212.676943	229.5807604	55.26309174	-1447.31407	218.86802	36.27772733	-683.9124798	150.4530493	19.95486079	4412.195193	143.6478328	19.1058866	1186.464439	197.1306551	26.47510582	325.9391383	321.7935334	
55	40.72632986	5085.208544	111.7062519	82.74527516	3614.190776	386.7676338	85.29314816	2946.831267	589.5300117	265.2834535	752.7930301	401.2685115	146.1685743	-1211.510387	223.010462	55.38616593	-1447.626173	226.6767456	37.904509	-682.9533893	151.2946611	17.30159639	4405.708086	191.3968234	20.08580152	1179.846512	217.5605647	25.87156614	319.9601735	350.2850617	
56	40.51481673	5085.177558	108.614921	82.64017119	3619.627048	377.6646926	85.8999524	2950.875299	598.2201066	267.3893889	752.1414901	410.2671424	144.9795512	-1211.988795	224.8976697	54.55648561	-1445.471013	247.2462244	37.73408098	-680.2249231	155.7392833	17.57775377	4409.375635	185.2508219	19.72835339	1174.951797	175.166971	28.54237807	326.619551	210.1155809	
57	39.69000702	5084.311047	114.7397015	83.32798739	3613.907266	388.8880053	85.34557793	2946.672902	584.8900109	267.6724862	753.1636291	399.6735564	145.7014895	-1211.861085	220.8637616	56.07999386	-1446.135321	239.5033003	34.75463161	-684.1771147	190.3187392	18.02111385	4415.400856	165.3097322	20.63784338	1181.264602	216.0384588	28.2774662	323.3565084	273.5927595	
58	40.18216072	5082.413722	112.8126334	83.89941518	3616.775498	381.0321643	84.51611269	2945.200843	592.2100546	266.6249975	754.1176922	397.5053028	145.2307112	-1211.657838	221.721933	57.32394684	-1444.853059	229.3177445	36.58616128	-682.2669043	168.0024938	18.57529787	4414.447723	172.7670851	19.86473575	1179.573368	211.2639532	28.66963826	331.8643733	324.2254913	
59	42.61507606	5086.568284	105.2898746	82.45578304	3617.657583	391.6634558	85.86770155	2947.737483	591.5607816	267.5597587	751.4925016	407.316534	145.1791828	-1211.681241	226.7017682	55.28465531	-1446.977373	227.3029103	35.91289888	-683.805232	165.3277057	18.46919041	4418.433778	159.7522028	19.46585056	1193.903538	201.4520094	28.82768504	327.1155868	220.3500172	
60	39.9448309	5082.037283	115.3178306	83.86273017	3617.477701	388.5539403	86.27015983	2945.100125	579.0319324	266.9002663	753.4838099	397.2088704	145.1122908	-1210.545039	217.7657266	57.93970457	-1442.288674	241.5743674	37.90007198	-685.7098629	157.5447875	18.35542125	4402.180006	172.4143031	18.44469968	1186.504891	247.7853093	25.99608343	329.3829514	353.7852706	
61	41.24250633	5083.500976	110.6582861	83.82060006	3618.332577	373.3709138	86.36240383	2952.326373	589.9461114	266.7621159	752.5677766	404.1944497	146.1216373	-1213.414928	232.4506399	54.59918575	-1449.392009	216.7437148	36.68016388	-681.2111034	158.7713267	17.16764627	4408.886341	162.0544347	18.73433308	1177.393268	201.6581556	27.62961845	322.4531825	260.6820947	
62	41.35775261	5085.554846	113.2371383	84.86898418	3617.658894	384.4995611	86.77498982	2948.081225	570.2065534	265.820938	753.2232001	412.4376754	146.4447699	-1212.839201	224.1034756	55.04109016	-1449.294894	230.0309925	36.72637814	-682.0585413	159.7877235	17.46885482	4415.923771	169.7197608	17.35047506	1186.691115	177.686519	26.88806345	314.459847	245.5021063	
63	42.53504891	5085.281421	105.9152642	83.63178363	3614.701134	395.4605141	85.0609143	2946.367793	583.5581015	266.9457541	751.8031907	400.4225814	146.1347516	-1211.448472	221.4568684	56.44468378	-1444.193357	240.7859711	38.85263907	-684.7167515	145.7380037	19.16776029	4416.010153	148.5205043	19.58955174	1174.222196	234.5994596	27.8654818	323.9022267	278.3101598	
64	39.42271169	5086.590834	118.7303316	83.02812089	3622.151436	376.416079	88.11563399	2951.264567	580.1025766	268.1060364	751.4777858	401.0246069	145.3028293	-1212.643484	227.9794299	55.75191828	-1447.580289	230.0711937	36.54511061	-683.4670025	161.1943866	18.91267015	4415.56747	179.75509	18.77718727	1179.832087	208.7909702	29.04707081	327.7316142	239.4020564	
65	39.29613232	5088.877189	109.6103828	83.2715341	3619.290701	377.1433019	86.2191483	2949.652249	588.9336208	267.4914606	752.4646927	403.9982026	142.7453145	-1211.127801	222.3984743	55.80342885	-1443.962882	246.0597403	34.11527737	-679.8897149	176.0727086	18.24459875	4415.485072	167.0059287	19.13846596	1190.401404	205.9131675	28.25998372	321.1550323	260.6547962	
66	39.63595254	5084.623324	117.6460923	83.38025859	3617.153586	391.6457343	84.72599683	2947.925723	584.4830441	267.9443258	751.9778601	411.8205266	145.6157592	-1210.918084	219.7444277	57.98143311	-1444.326655	234.7502132	34.80211007	-680.7059014	173.3803446	18.22490039	4406.909035	175.5958615	18.02673302	1188.788683	186.2948337	26.94600512	324.6924438	212.1521115	
67	40.56927667	5081.36492	106.3192652	82.70190556	3621.967424	378.6213183	85.20357449	2953.605634	599.8990333	268.2427334	751.0332543	401.0195492	146.1402331	-1212.637848	228.1833185	54.68678603	-1447.504646	225.7227927	40.27275358	-686.1603548	138.6502328	18.82987721	4424.165956	136.4631835	19.25086567	1179.079609	206.8967281	28.19701405	324.933228	290.7451308	
68	40.17773664	5085.92704	113.0410026	82.44059971	3619.960052	380.2180173	85.68990834	2951.130059	593.2902444	265.2653988	753.6751702	402.0517119	144.606572	-1213.373706	230.9282692	54.98274318	-1446.356124	224.2611791	40.26708142	-686.8580496	136.564102	18.46598856	4419.246755	155.0513905	18.03199976	1181.423659	211.261179	24.57501205	322.8671377	400.7661061	
69	39.5907447	5083.925838	115.7631936	83.1668531	3619.693601	375.7902337	85.62280354	2951.64698	600.9761406	266.2697731	755.1636993	390.168019	144.578861	-1212.506399	225.254969	55.41898789	-1443.068228	232.3265855	37.61664545	-683.4541043	148.7077874	19.44831376	4422.801661	150.3315162	21.16585037	1181.486982	234.8875865	28.16090165	336.0246625	374.2275238	
70	42.12776822	5086.345095	108.1844507	83.19905748	3619.670927	383.3965454	85.85173649	2949.712363	583.1101144	267.6119184	752.6963522	404.6525962	147.6606444	-1214.253237	224.7704326	55.75595103	-1449.711086	222.2088507	38.54488613	-680.3134635	156.0701383	17.95046167	4412.069993	162.1977209	19.59931256	1179.559712	185.5372257	29.32451751	323.4338306	236.8880836	
71	40.35855001	5086.132497	115.6560298	82.75574103	3616.558322	388.9774302	85.88815988	2943.855811	586.4296217	266.9900041	752.9230769	396.9733914	145.8315313	-1211.927614	218.7100202	57.08626438	-1443.998991	236.1415866	35.81271175	-685.8273481	173.3549919	18.73466919	4424.342838	143.5660822	19.17485981	1180.146209	221.7454161	27.4902373	327.7727662	338.3551218	
72	41.63117899	5083.908082	102.8617011	82.08866046	3614.887252	388.6306935	85.35526767	2950.15955	586.2044463	265.0240099	753.4075832	397.8508131	146.6866523	-1210.976537	221.1842391	55.3254696	-1445.406005	231.6217507	39.44318293	-686.0944575	138.2782176	17.38028793	4406.968826	185.9751692	20.324227	1187.258294	209.7075766	24.23858559	326.032368	426.2406949	
73	39.97225634	5084.670162	112.8428207	82.88865947	3615.896268	389.9079551	85.35037038	2948.222257	593.5614551	266.693307	753.4801428	393.0205672	148.5379547	-1213.780169	223.1106374	55.48820476	-1446.05738	219.9918633	38.0914746	-679.9331629	163.3091616	18.27469076	4416.255819	159.3469592	21.66783001	1183.139214	212.0975866	28.85368365	332.1163297	339.2492971	
74	40.36709209	5082.246263	112.941511	82.33424795	3615.003583	389.259755	86.31506046	2944.658928	579.08125	266.8374917	752.0995085	404.5429957	143.8120437	-1211.377263	223.2652066	57.29825139	-1439.541867	236.1392956	37.09036824	-686.8634859	158.5098902	18.86680492	4410.388474	158.2568119	18.44058588	1184.774528	209.7557042	26.07413785	324.2090175	273.742083	
75	42.29684315	5086.08649	108.0354199	83.14955081	3618.539689	382.2378697	85.17441695	2948.153339	590.4748717	268.2227777	753.2841842	404.6802685	144.7796873	-1212.024805	232.5248092	53.93078551	-1446.624189	229.0221007	38.85852309	-681.4574941	141.7160088	17.78021631	4409.420067	166.8247783	18.41929771	1191.182927	207.3486294	28.74042393	322.1853273	253.0583902	
76	42.72752489	5081.990895	111.167617	83.53155927	3618.42574	383.4554014	85.62433126	2945.681117	588.9795427	266.7602959	752.9679803	398.9595016	146.3936497	-1210.758438	224.0308553	56.16249411	-1445.228281	227.9442744	37.31979082	-684.4466845	163.0026149	19.0347722	4399.853915	166.9692421	19.11921995	1182.123957	233.6325274	28.29582125	321.1716803	296.4722568	
77	39.92925979	5082.867324	114.65404	82.96862718	3619.994853	365.3670377	85.80829428	2953.947236	602.9535506	267.7655424	753.5126616	397.9316524	145.0944178	-1212.289141	226.7126173	53.97702711	-1445.966484	237.4232212	36.63155772	-684.5718974	152.1209273	20.80735195	4415.870176	153.5958572	19.15694982	1183.972186	215.3753977	27.67999584	325.2019805	310.4039698	
78	39.3290305	5086.329228	112.6547417	82.22658199	3615.899195	393.017289	87.16662967	2945.092076	570.0523488	266.5823338	751.8787235	407.6063263	144.5846518	-1212.550699	223.9999742	55.80260467	-1442.406574	238.2064289	38.31172821	-683.8416709	157.6080912	17.62709441	4416.62577	169.8293593	21.49142503	1172.895792	170.0700114	28.90537191	326.8803485	244.1016734	
79	39.23440378	5086.337135	114.2056714	83.49484125	3618.22037	377.9797008	85.50886934	2949.87868	585.5020294	266.9815446	751.5004919	407.6663007	145.5336306	-1211.280408	220.7008365	55.77933155	-1444.874529	242.5265919	37.22869455	-686.1600303	159.8222882	17.95393043	4415.787317	174.4737977	19.779514	1178.577362	185.064948	26.78779398	315.7417575	258.2747383	
80	40.12316788	5083.355295	108.7553211	81.65128375	3616.833898	394.1610626	85.35296187	2948.159362	589.7295642	266.2296425	751.6148702	401.8272536	144.6780886	-1210.616294	219.1700873	58.17966733	-1440.77466	241.5726121	37.05899486	-682.2110751	161.6590305	17.39411454	4420.331427	179.9315933	20.94463802	1173.672481	199.2065169	27.60800977	318.0381726	285.9139253	
81	41.53704825	5085.838193	108.1279324	83.57984688	3619.548139	385.9268173	84.4970691	2948.718336	586.2291909	267.946391	751.4919957	406.3615688	144.9346482	-1212.556928	230.1454036	55.8943442	-1448.612978	222.7976905	39.32554054	-688.5623905	146.0523439	17.00816052	4412.979156	173.4895618	20.734437	1185.960991	186.7513385	28.25979551	324.9519531	223.1302374	
82	38.19428231	5085.237814	112.7243083	82.38331226	3618.888753	382.5413352	85.59892909	2950.028446	594.106993	267.4983866	752.4347145	403.4832614	144.7195875	-1208.448308	218.1961264	58.48068639	-1438.122705	242.2169403	35.77662041	-682.4486547	162.9306759	19.42750865	4411.534449	165.7880835	20.08019604	1182.843608	190.8387889	25.60053836	321.4612666	310.345803	
83	43.63960252	5086.988431	102.2927694	82.13459008	3621.016487	380.6034934	85.47608503	2949.926823	601.154768	267.8383599	750.8452973	409.0913559	143.6126794	-1212.754875	227.721533	54.4227692	-1445.520698	245.9867317	37.79152324	-684.0264892	139.1388134	17.95734116	4413.500345	163.4113189	18.49656768	1184.217796	178.0987059	29.54563788	323.9998352	203.8333177	
84	40.42866571	5085.323166	112.7314651	83.66688189	3618.58746	374.5328652	86.38672948	2951.54125	587.1565362	267.4474721	752.6083351	398.6980022	146.1497361	-1212.656461	219.3924973	56.06884687	-1443.569076	234.9287343	37.21822623	-685.5089611	154.7279997	19.1621929	4415.050084	153.6994189	19.70497698	1190.393738	211.6976788	27.06020664	320.4154714	321.4109598	
85	40.84909298	5084.887089	114.1199098	82.65841599	3619.102355	389.6834322	85.78910868	2948.288322	589.1052608	267.6268276	753.1990208	396.4520809	145.7447361	-1211.142277	220.3634041	57.77019197	-1445.887311	232.2977989	34.33229168	-679.6420033	188.0038503	18.34205253	4426.504085	157.9463117	19.74731771	1179.905813	231.1680038	27.47524082	317.4508758	308.0968193	
86	41.57326188	5087.60988	103.4497531	83.26568134	3616.860905	387.8313332	86.31644644	2949.232386	583.7117615	267.2385843	752.2456942	399.0404333	144.7668303	-1212.678205	222.3154969	57.18794661	-1447.737494	224.6434212	34.76671499	-683.7520077	180.3593548	18.08872964	4416.287162	159.8751332	20.79951669	1179.599579	216.0308535	26.45664822	326.6958146	310.8289779	
87	41.0848942	5085.131601	110.8428543	82.55943386	3618.733643	384.0766927	85.9213326	2945.946571	586.1065095	267.2798204	753.3546986	400.5596025	147.0373261	-1211.839608	223.5880519	54.68771874	-1447.038972	232.9826521	37.80585943	-685.0280997	155.2488454	17.81751042	4412.848674	170.495992	18.20304946	1184.040164	214.8354623	27.43829702	319.4702757	301.2195896	
88	39.50554468	5086.016842	111.7971514	84.36449119	3617.469694	379.4527124	85.29890118	2944.941463	589.3737754	266.5346512	752.6931219	404.9293679	145.4519509	-1212.206308	223.19824	55.00299851	-1444.844499	239.8464117	36.35400244	-681.359709	165.4301127	17.73443119	4413.850694	173.578215	16.69936787	1184.770309	217.388383	29.20151569	322.331281	252.0489039	
89	42.80464693	5085.82097	106.0247876	83.76081232	3615.407481	379.0733288	85.094304	2945.587848	590.1490931	267.2758035	752.5048975	405.4982881	146.0014842	-1211.592995	222.0483144	57.013908	-1444.860467	232.1048337	35.50183149	-680.2835013	176.9194627	19.05812475	4410.29324	157.8072299	19.28343603	1183.432325	198.4307017	27.87779127	325.5027904	257.8587222	
90	39.99042954	5082.067666	115.2029654	83.6617378	3617.439772	376.8268716	85.84917625	2949.623137	591.7544944	266.656067	753.3538748	399.8038988	143.7586755	-1210.474996	221.0413666	58.0187258	-1439.568371	235.2399855	37.9860675	-686.6242964	155.4280876	18.88758004	4416.499159	162.3835458	20.21250066	1185.388593	206.6004102	26.70456159	329.4605256	333.0997649	
91	40.99258535	5086.712702	118.3666774	83.36755083	3621.342977	376.936705	86.37605524	2949.655351	588.6090792	266.3758626	753.2622969	397.4492526	145.1035398	-1211.801848	221.7111157	56.13175649	-1445.45752	234.0256914	35.41890307	-682.9126298	164.0248021	17.65635952	4409.149835	160.3144248	18.36840994	1175.461699	264.3120822	27.11682512	322.3498601	329.4788068	
92	40.55899718	5088.893915	108.4374439	83.73121322	3617.857975	374.8540643	85.31176094	2953.740689	595.9023867	265.6753683	753.6069872	403.8419975	145.2882755	-1213.221361	227.2759473	54.97293416	-1444.34631	231.3395379	38.87489658	-681.2746708	145.0444674	17.96684595	4404.331247	169.4227119	19.01682989	1176.589216	202.7749295	26.08572545	321.1305291	312.8434007	
93	39.90604193	5081.622567	113.9644975	84.46148332	3615.216425	385.559181	85.27741598	2945.231076	579.9550114	268.0680466	751.8373201	407.1753809	145.4649414	-1212.289706	226.1929878	55.49361756	-1444.760537	230.0941179	35.64444784	-682.6092867	166.2899549	18.77591915	4409.778288	163.4538824	19.95048761	1187.173828	192.9419058	25.9865424	324.5791322	237.606497	
94	39.54355213	5084.912705	112.9160997	83.36363408	3618.073557	378.6472357	86.09337044	2947.633222	592.8271799	266.6374938	753.1224673	395.6472638	146.6866233	-1213.525699	227.9790701	54.63715056	-1453.117841	226.1112545	39.15591319	-683.8233885	147.4933861	21.39981451	4408.760891	151.6034768	20.55535221	1172.28898	229.2501683	26.05732201	326.2050278	356.6469056	
95	40.6107847	5086.514694	106.1922369	83.96008713	3617.179227	375.4782098	86.30151572	2947.802911	582.9561432	264.7116799	754.9290273	390.2964526	143.9815759	-1211.499483	223.6946762	56.22801219	-1445.73417	243.1533964	38.4271331	-684.9839396	142.369057	18.93255805	4415.314249	168.7526593	21.2506886	1182.361086	225.9266158	25.6395206	337.6034649	466.2533633	
96	40.87854727	5084.879891	109.0591027	83.36778217	3619.719789	381.6563407	85.36660885	2948.442112	591.6171236	265.0856774	754.0461642	397.6855898	146.8307764	-1212.258871	228.6930929	55.65913306	-1445.150848	214.51446	38.51628955	-684.7944682	137.117894	18.65352712	4414.741444	176.1060979	20.5631384	1180.813444	202.4862196	26.20445422	331.0193332	391.2001593	
97	38.87073921	5083.543686	109.586943	82.96561798	3617.644111	394.7239247	85.68761143	2946.115342	579.994297	267.5463467	752.0271195	405.4584557	148.0001378	-1212.883789	224.4499875	56.20667007	-1451.482361	222.3325937	37.95448068	-682.9388893	152.2303555	18.34044736	4418.970627	166.6491342	19.94896307	1182.937238	177.4781451	27.8876502	323.9099737	234.9528043	
98	39.39614242	5082.872702	109.5015213	81.77156768	3616.174871	384.9074896	85.92713937	2949.089189	593.6234757	266.7972759	753.5473508	389.9669256	146.4615969	-1215.318771	233.782329	52.86460377	-1451.005484	220.4345223	36.49819325	-682.5542194	144.7296697	19.94020368	4416.689448	146.2055522	20.01978253	1178.011189	221.4385805	27.67864113	326.9716819	392.6540725	
99	41.0424532	5087.726429	108.8943736	83.58279483	3619.447942	376.8110773	86.76289767	2948.365252	577.167214	268.4673535	752.4129089	401.9516031	146.8533377	-1211.454829	218.2867294	56.5354252	-1444.89648	238.4749094	34.47791765	-681.2059462	176.4355105	17.68968507	4409.108389	198.6163972	21.34830494	1188.927214	188.2287204	29.65596879	324.5663763	241.1117521	
100	41.83075658	5087.57383	106.9301732	82.06790168	3616.870772	385.1805411	85.38709358	2948.805944	595.0475215	267.2601376	751.5999367	405.6747195	145.552957	-1212.965731	235.5919926	52.38090274	-1451.112609	222.9978707	39.35012087	-684.296637	139.9006998	16.9489076	4408.397653	176.3406035	20.13571071	1186.555757	196.3944223	27.43080346	324.6371701	240.6874651	
101	41.87329794	5083.768242	111.1056551	82.74613776	3617.759888	375.1093899	85.51046243	2950.170044	603.1101634	266.588093	752.9751598	404.7340186	144.2540597	-1211.806062	227.9238714	54.05047968	-1443.28983	242.4155587	36.88055532	-685.4175461	149.5913493	17.39694034	4403.476922	169.8469655	19.15736777	1186.184143	190.8222508	27.61936793	317.2505496	285.7078838	
102	40.97724697	5089.452312	110.3564152	82.03919024	3617.953405	386.0490822	85.27886058	2947.337496	593.081696	267.9026636	752.4357236	400.1767877	146.7606233	-1212.276246	221.5265948	55.67710336	-1449.465472	230.4944825	38.31183616	-686.9451885	147.3196309	18.23011184	4406.891635	154.9500211	21.51017232	1187.68479	189.2149888	26.75939123	326.9561389	317.8430893	
103	42.71078935	5088.18828	108.9319008	83.03426744	3617.001954	389.5231634	85.75890908	2946.07547	574.5364698	267.2300616	753.1398311	407.7033801	144.6682674	-1214.183213	232.0181844	54.3054302	-1447.042086	216.135087	38.14571499	-682.0575944	141.6679673	18.62320885	4412.091943	153.2704436	20.64609833	1177.496876	166.7188324	26.67139721	325.1931893	273.1377146	
104	38.90088571	5087.779913	117.1006578	81.29432412	3620.956512	381.1285132	86.23880355	2948.572011	592.5687504	267.5837144	753.1695061	403.3831113	146.8507815	-1212.762263	220.4015516	57.30693243	-1446.629535	224.1296314	37.41279309	-684.4508485	162.6415436	19.32157597	4427.315275	154.845221	18.13513887	1191.387378	207.655029	27.94618599	333.6453293	272.511149	
105	40.11733048	5087.691688	112.1473148	83.11837387	3615.222095	392.8621565	85.95316696	2946.720686	576.209226	265.4353849	754.758234	387.0119408	146.2245401	-1212.359198	223.868643	56.0882144	-1449.356739	228.1787605	37.44011564	-685.8278392	142.6412974	18.09391575	4414.004016	159.0594936	21.6691378	1180.316223	233.2384803	26.74516432	337.1011872	451.3160693	
106	41.11070185	5083.674692	117.3882038	84.69222325	3615.329185	377.8701664	86.67216433	2946.763921	576.8783941	266.9101327	752.9955496	396.6211296	145.5491323	-1213.264703	226.6437879	55.95445819	-1447.850688	227.3879817	39.108506	-681.2221964	146.1259061	18.58996992	4412.743901	175.1863315	20.33908324	1181.82962	213.0610106	27.65189476	328.1157102	320.8134813	
107	39.22613977	5086.001893	112.7745431	84.66908006	3618.402139	369.8107461	86.27785295	2951.803275	591.6891476	265.3417647	754.7626093	392.8571946	143.2332924	-1210.6871	224.6832337	56.3876698	-1437.999489	237.8707507	38.33020151	-686.9546629	140.5240624	18.51198499	4417.028203	158.1800318	22.15899132	1183.908619	190.0205315	27.11513784	335.9192912	416.0476817	
108	40.93370022	5085.176783	109.5133143	82.67090699	3615.677877	377.9953102	84.71290974	2950.166716	600.546253	265.7776814	753.488526	401.6690022	145.3079992	-1212.016769	222.168973	55.86104303	-1448.471729	240.6823543	36.79784825	-682.9945642	157.3012765	18.80149373	4413.335754	167.9288163	17.87970609	1185.694704	208.2063068	25.78198107	320.5513985	358.331775	
109	38.27823945	5081.797689	119.3674129	83.45259123	3618.909524	387.1089225	85.69529992	2947.631493	581.9105601	264.2785069	754.5707415	386.8455793	145.993066	-1212.504284	226.4428296	55.18033895	-1449.914265	224.165257	37.95985834	-684.3906317	141.1083886	19.17543515	4407.949867	149.4797659	20.38272314	1180.402629	236.4224429	26.36921804	339.8492695	531.6814702	
110	39.55073714	5081.594292	106.5529389	83.34752593	3618.500354	376.4592875	84.91585665	2948.865787	604.4037903	265.6792293	753.287617	405.9582394	144.2066417	-1213.406035	225.9185049	55.04921048	-1445.062942	237.1270575	35.4243215	-682.0330452	170.0649589	19.27065761	4408.477781	160.3740869	19.15485902	1181.138707	205.4058144	28.11684236	324.770716	245.8569804	
111	40.36110183	5086.493866	108.5603695	83.98565317	3617.580904	381.1922297	85.35347579	2948.21269	592.6912099	265.3257422	754.6355424	395.2430322	145.4860504	-1211.148008	222.6892438	56.88782483	-1442.973707	236.5060473	37.83419662	-684.3845532	135.286773	17.64542012	4421.157841	179.2646288	19.08252629	1180.974348	231.776823	25.8401494	336.0482482	412.8023708	
